province,scenario,feature,feature_value,shap_value,abs_shap_value,rank
Papua Selatan,Adverse,export_intensity_x_d_log_usd_idr,7.251736169155526e-05,0.06520491608169042,0.06520491608169042,1
Papua Selatan,Adverse,d_log_palm_oil,0.036464311358790934,0.05995062554200886,0.05995062554200886,2
Papua Selatan,Adverse,export_intensity,0.0024533254459693,-0.05484945690273217,0.05484945690273217,3
Papua Tengah,Adverse,export_intensity_x_d_log_usd_idr,0.46130045800370245,0.08976593698096576,0.08976593698096576,1
Papua Tengah,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Papua Tengah,Adverse,d_log_palm_oil,0.036464311358790934,0.07794214355989441,0.07794214355989441,3
Riau,Adverse,export_intensity_x_d_log_usd_idr,0.24153539498270296,0.08976593698096576,0.08976593698096576,1
Riau,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Riau,Adverse,d_log_palm_oil,0.036464311358790934,0.07203103018935271,0.07203103018935271,3
Sulawesi Barat,Adverse,export_intensity_x_d_log_usd_idr,0.09983933625599167,-0.24300163000945532,0.24300163000945532,1
Sulawesi Barat,Adverse,d_log_usd_idr,0.0295588022415444,-0.20258598979407275,0.20258598979407275,2
Sulawesi Barat,Adverse,export_intensity,3.37765161930916,-0.1075138016588655,0.1075138016588655,3
Sulawesi Selatan,Adverse,export_intensity_x_d_log_usd_idr,0.043712948503805076,-0.2195787344774835,0.2195787344774835,1
Sulawesi Selatan,Adverse,export_intensity,1.4788470840799923,-0.16017128197382613,0.16017128197382613,2
Sulawesi Selatan,Adverse,d_log_usd_idr,0.0295588022415444,-0.13867465829609107,0.13867465829609107,3
Sulawesi Tengah,Adverse,export_intensity_x_d_log_usd_idr,0.8365868629175529,0.08976593698096576,0.08976593698096576,1
Sulawesi Tengah,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Sulawesi Tengah,Adverse,d_log_palm_oil,0.036464311358790934,0.07203103018935271,0.07203103018935271,3
Sulawesi Tenggara,Adverse,export_intensity_x_d_log_usd_idr,0.3009417775559403,0.08976593698096576,0.08976593698096576,1
Sulawesi Tenggara,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Sulawesi Tenggara,Adverse,d_log_palm_oil,0.036464311358790934,0.07794214355989441,0.07794214355989441,3
Sulawesi Utara,Adverse,export_intensity_x_d_log_usd_idr,0.06621537890338755,-0.24300163000945532,0.24300163000945532,1
Sulawesi Utara,Adverse,d_log_usd_idr,0.0295588022415444,-0.20258598979407275,0.20258598979407275,2
Sulawesi Utara,Adverse,export_intensity,2.240123884665494,-0.1075138016588655,0.1075138016588655,3
Sumatera Barat,Adverse,export_intensity_x_d_log_usd_idr,0.09660593837780249,-0.24300163000945532,0.24300163000945532,1
Sumatera Barat,Adverse,d_log_usd_idr,0.0295588022415444,-0.20849710316461445,0.20849710316461445,2
Sumatera Barat,Adverse,export_intensity,3.268262955595151,-0.1075138016588655,0.1075138016588655,3
Sumatera Selatan,Adverse,export_intensity_x_d_log_usd_idr,0.14965105041981752,0.08976593698096576,0.08976593698096576,1
Sumatera Selatan,Adverse,d_log_palm_oil,0.036464311358790934,0.08197713624956658,0.08197713624956658,2
Sumatera Selatan,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,3
Sumatera Utara,Adverse,export_intensity_x_d_log_usd_idr,0.1373743017725916,0.08976593698096576,0.08976593698096576,1
Sumatera Utara,Adverse,d_log_nickel,0.0147794011207722,0.08087855761495369,0.08087855761495369,2
Sumatera Utara,Adverse,d_log_palm_oil,0.036464311358790934,0.07606602287902488,0.07606602287902488,3
Aceh,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Aceh,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Aceh,Base,export_intensity,1.4336126640659357,-0.04662026806689958,0.04662026806689958,3
Bali,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Bali,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Bali,Base,export_intensity,1.0603687314474053,-0.04662026806689958,0.04662026806689958,3
Banten,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Banten,Base,d_log_palm_oil,0.0,-0.258835049749676,0.258835049749676,2
Banten,Base,d_log_usd_idr,0.0,0.015933874723305617,0.015933874723305617,3
Bengkulu,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Bengkulu,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Bengkulu,Base,export_intensity,0.9348015629292702,-0.04662026806689958,0.04662026806689958,3
Di Yogyakarta,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,1
Di Yogyakarta,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Di Yogyakarta,Base,export_intensity,1.412695687677658,-0.04662026806689958,0.04662026806689958,3
Dki Jakarta,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Dki Jakarta,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Dki Jakarta,Base,export_intensity,1.8711550438395703,-0.04662026806689958,0.04662026806689958,3
Gorontalo,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,1
Gorontalo,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Gorontalo,Base,export_intensity,0.5505314413244441,-0.04662026806689958,0.04662026806689958,3
Jambi,Base,d_log_palm_oil,0.0,-0.2949460623687565,0.2949460623687565,1
Jambi,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,2
Jambi,Base,export_intensity,3.62140192553813,0.035868802139922336,0.035868802139922336,3
Jawa Barat,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,1
Jawa Barat,Base,d_log_palm_oil,0.0,-0.258835049749676,0.258835049749676,2
Jawa Barat,Base,d_log_usd_idr,0.0,0.015933874723305617,0.015933874723305617,3
